larval_scenario,simulation_loop,species,coexistence_partition,coexistence_strength
high-high,3,balanus_glandula,delta_cp,-0.04040480484023823
high-high,3,chthamalus_dalli,delta_cp,-0.0589995271075896
high-high,3,limpets,delta_cp,0.06202117959879838
high-low,1,balanus_glandula,delta_0,0.014987898937196986
high-low,1,chthamalus_dalli,delta_0,-1.1821259136046702e-4
high-low,1,limpets,delta_0,-0.00461887091873836
high-low,1,balanus_glandula,delta_c,5.703550576303673e-4
high-low,1,chthamalus_dalli,delta_c,0.07237906755018542
high-low,1,limpets,delta_c,-0.011305334466648942
high-low,1,balanus_glandula,delta_p,0.014151418249168435
high-low,1,chthamalus_dalli,delta_p,-9.499651353417349e-5
high-low,1,limpets,delta_p,-0.004665591891187981
high-low,1,balanus_glandula,r_bar,0.030061315471165084
high-low,1,chthamalus_dalli,r_bar,0.026768359128816144
high-low,1,limpets,r_bar,-0.005999778513060772
high-low,1,balanus_glandula,delta_cp,3.5164322716929597e-4
high-low,1,chthamalus_dalli,delta_cp,-0.04539749931647463
high-low,1,limpets,delta_cp,0.014590018763514512
high-low,2,balanus_glandula,delta_0,0.01582051787056915
high-low,2,chthamalus_dalli,delta_0,-1.1817021836157959e-4
high-low,2,limpets,delta_0,-0.004434761759553596
high-low,2,balanus_glandula,delta_c,0.0012842494492995016
high-low,2,chthamalus_dalli,delta_c,0.022687071309810625
high-low,2,limpets,delta_c,-0.00499132614036446
high-low,2,balanus_glandula,delta_p,0.01622608986774776
high-low,2,chthamalus_dalli,delta_p,-9.961007893344309e-5
high-low,2,limpets,delta_p,-0.005147249289889966
high-low,2,balanus_glandula,r_bar,0.037572669473092235
high-low,2,chthamalus_dalli,r_bar,0.007528784127295962
high-low,2,limpets,r_bar,-0.01746976494599195
high-low,2,balanus_glandula,delta_cp,0.004241812285475821
high-low,2,chthamalus_dalli,delta_cp,-0.01494050688521964
high-low,2,limpets,delta_cp,-0.002896427756183928
high-low,3,balanus_glandula,delta_0,0.014947804661980424
high-low,3,chthamalus_dalli,delta_0,-1.1692891576375875e-4
high-low,3,limpets,delta_0,-0.004548118867468198
high-low,3,balanus_glandula,delta_c,9.443270753328736e-4
high-low,3,chthamalus_dalli,delta_c,0.03400387328071841
high-low,3,limpets,delta_c,-0.009073721688074188
high-low,3,balanus_glandula,delta_p,0.016550488722375745
high-low,3,chthamalus_dalli,delta_p,-9.72071627309834e-5
high-low,3,limpets,delta_p,-0.004558073933738971
high-low,3,balanus_glandula,r_bar,0.02805385356388035
high-low,3,chthamalus_dalli,r_bar,-0.004597399733647034
high-low,3,limpets,r_bar,-0.01082941130669235
high-low,3,balanus_glandula,delta_cp,-0.004388766895808693
high-low,3,chthamalus_dalli,delta_cp,-0.0383871369358707
high-low,3,limpets,delta_cp,0.007350503182589008
