larval_scenario,simulation_loop,species,coexistence_partition,coexistence_strength
high,17,chthamalus_dalli,delta_0,2.8774482955892835
high,17,limpets,delta_0,0.0308589257699603
high,17,balanus_glandula,delta_c,2.1811996772070996
high,17,chthamalus_dalli,delta_c,6.460735432444892
high,17,limpets,delta_c,0.0255694555443442
high,17,balanus_glandula,delta_p,1.345674267144762
high,17,chthamalus_dalli,delta_p,2.6240056215732683
high,17,limpets,delta_p,0.021406612650087586
high,17,balanus_glandula,r_bar,2.44469577584682
high,17,chthamalus_dalli,r_bar,2.9517361753675804
high,17,limpets,r_bar,-0.09741213374755464
high,17,balanus_glandula,delta_cp,-2.6400584645019576
high,17,chthamalus_dalli,delta_cp,-9.010453174239863
high,17,limpets,delta_cp,-0.17524712771194673
high,18,balanus_glandula,delta_0,1.6358680791523037
high,18,chthamalus_dalli,delta_0,2.9929233323328193
high,18,limpets,delta_0,0.034227133003759125
high,18,balanus_glandula,delta_c,1.3534848085786932
high,18,chthamalus_dalli,delta_c,1.8045321428180376
high,18,limpets,delta_c,-0.004786956314486446
high,18,balanus_glandula,delta_p,1.336666976947128
high,18,chthamalus_dalli,delta_p,3.5852474151537876
high,18,limpets,delta_p,-0.00442024707601818
high,18,balanus_glandula,r_bar,0.6628172148207867
high,18,chthamalus_dalli,r_bar,0.9616935865676277
high,18,limpets,r_bar,-0.058923535128672766
high,18,balanus_glandula,delta_cp,-3.6632026498573387
high,18,chthamalus_dalli,delta_cp,-7.421009303737017
high,18,limpets,delta_cp,-0.08394346474192727
high,19,balanus_glandula,delta_0,1.4194239070796997
high,19,chthamalus_dalli,delta_0,2.8403997816782436
high,19,limpets,delta_0,0.02582621753274761
high,19,balanus_glandula,delta_c,0.4015847031197606
high,19,chthamalus_dalli,delta_c,2.337542882198646
high,19,limpets,delta_c,-0.013918904504631513
high,19,balanus_glandula,delta_p,1.147354261304048
high,19,chthamalus_dalli,delta_p,2.1631128205888324
high,19,limpets,delta_p,0.027573157011108185
high,19,balanus_glandula,r_bar,0.7916283866662237
high,19,chthamalus_dalli,r_bar,2.8448033519777436
high,19,limpets,r_bar,-0.05271288878664637
high,19,balanus_glandula,delta_cp,-2.1767344848372847
high,19,chthamalus_dalli,delta_cp,-4.496252132487978
high,19,limpets,delta_cp,-0.09219335882587065
high,20,balanus_glandula,delta_0,1.9785621137737985
high,20,chthamalus_dalli,delta_0,4.355897707020964
high,20,limpets,delta_0,0.06116228709057481
high,20,balanus_glandula,delta_c,1.8676522602761392
high,20,chthamalus_dalli,delta_c,4.140334883109122
high,20,limpets,delta_c,-0.06932671602668239
high,20,balanus_glandula,delta_p,1.2413363125147057
high,20,chthamalus_dalli,delta_p,2.331385666307071
high,20,limpets,delta_p,0.019217264119054667
high,20,balanus_glandula,r_bar,0.8441295674770999
high,20,chthamalus_dalli,r_bar,1.9397300670719864
high,20,limpets,r_bar,-0.02223280238040748
high,20,balanus_glandula,delta_cp,-4.243421119087544
high,20,chthamalus_dalli,delta_cp,-8.8878881893651709
high,20,limpets,delta_cp,-0.033285637563354564
high,21,balanus_glandula,delta_0,1.4026516060733814
high,21,chthamalus_dalli,delta_0,2.6653308001540026
high,21,limpets,delta_0,0.024789400634901204
high,21,balanus_glandula,delta_c,0.8550883365761195
high,21,chthamalus_dalli,delta_c,4.640510592280142
high,21,limpets,delta_c,0.042443675166036865
high,21,balanus_glandula,delta_p,1.2808003455509924
high,21,chthamalus_dalli,delta_p,2.274328018727646
high,21,limpets,delta_p,0.019807500546867196
high,21,balanus_glandula,r_bar,0.8393928855082726
high,21,chthamalus_dalli,r_bar,3.116093581497552
high,21,limpets,r_bar,-0.03224528467741106
high,21,balanus_glandula,delta_cp,-2.6991474026922204
high,21,chthamalus_dalli,delta_cp,-6.464075829664239
high,21,limpets,delta_cp,-0.11928586102521632
high,22,balanus_glandula,delta_0,1.5196809049980362
high,22,chthamalus_dalli,delta_0,2.89256974428568
high,22,limpets,delta_0,0.03000169912959172
high,22,balanus_glandula,delta_c,1.4936311334236794
high,22,chthamalus_dalli,delta_c,3.801396652803427
high,22,limpets,delta_c,-0.016371772320239897
high,22,balanus_glandula,delta_p,1.287813074463303
high,22,chthamalus_dalli,delta_p,2.2398329499682017
high,22,limpets,delta_p,0.02000757342155468
high,22,balanus_glandula,r_bar,1.6852860423027942
high,22,chthamalus_dalli,r_bar,1.3636994238263593
high,22,limpets,r_bar,0.018590008536278235
high,22,balanus_glandula,delta_cp,-2.6158390705822243
high,22,chthamalus_dalli,delta_cp,-7.57009992323095
high,22,limpets,delta_cp,-0.015047491694628268
high,23,balanus_glandula,delta_0,1.612826324625073
high,23,chthamalus_dalli,delta_0,2.994087128856373
high,23,limpets,delta_0,0.034598171005633116
high,23,balanus_glandula,delta_c,1.4919929456628624
high,23,chthamalus_dalli,delta_c,2.7489748111593633
high,23,limpets,delta_c,-0.010792851005014592
high,23,balanus_glandula,delta_p,1.3028883708080383
high,23,chthamalus_dalli,delta_p,2.3487079926663794
high,23,limpets,delta_p,0.04202186361112481
high,23,balanus_glandula,r_bar,1.9119217845882917
